Flow_Hash,Total Fwd Packets,Flow Duration,Flow IAT Mean,Packet Length Std,Label
9fdc435d8446cf801bed9baf081518041c1d81c08f65c8158c07975bbe040d73,11,292137,14606.85,456.05624,Benign
3d1e22928e5e5478b55a412343ab7ce4f08e482167fff7888d71aba14c085f91,12,327532,17238.525,162.11804,Benign
c6d04a7211a84a3b700235e31225ddb6af129c494358de08b06264786724fdcc,2,6,6.0,0.0,DDoS_Attack
00dbe63d39f7c9b8df8fa8571beb0276e61713759654e5b7a2846535df2b15db,4,108392,36130.668,21.36118,DDoS_Attack
f47ba800daee2a4c3908f8d2e455f38707eac93607dd7ec208b032579c4ba55c,4,71676,14335.2,15.614401,Benign
217aae7d801a7c10b0c51fd9e1d55f3e95071048e96c8c4213fe769ee7dc2538,5,54615,7802.143,170.40744,Benign
372beb8d873c97e97db7fbcaeac0b070387be29ec870058e7d1b30492c262e15,1,130005,130005.0,53.116226,Benign
c1d3f3691688f6ec55b4344e59b64cd0116cb2572c18e4a18881cc0cfcc02709,8,53110577,7587225.5,0.0,DDoS_Attack
1f623a8501862dc131947bec356915919b02a2f3ce7d2a8227bbc8bda75f37a3,2,200,66.666664,8.763561,Benign
b6779c4acf549cbddd4b84a8dc372f4a62540f5638fc23b732a497550b0f08cd,6,36954635,7390927.0,0.0,DDoS_Attack
20de3a9f2c16356218fb07817d73dfd42507588e5a9d7d939e89f2ac99e28b23,3,385,128.33333,11.18034,Benign
94be4ba4983400e68d97b24ea4b1b250edf69a94a44117d68b5dae63d3d6e8d0,10,53856294,4142791.8,0.0,DDoS_Attack
3c1c75940d3e6a2211da484cd6a00a1672bf3ad3ecee3c1ac04d2b202691486d,1,30780,30780.0,32.908966,Benign
c8b36d5f3ab1534215aff46d7f2dcd6325f2f665ae4333f3c310bc72e44d869f,2,249,83.0,53.12909,Benign
b68eb3a484cd90289b687f4928dd1e68bf8da50379c47aa4267746253b7a77fb,14,194496,8104.0,658.59314,Benign
14bff43c78397a17ed9e020367bf2a63ae0e9ff558e263a1198b50f22f34bcad,4,106693,35564.332,21.36118,DDoS_Attack
fde8fb471731e59d3667a3517c0362ec775f6d355334f380ec12f25c0d4fd45e,2,50,50.0,0.0,DDoS_Attack
802b0bf249122b1344ea66d986cf521d417a7b132d024392c32085b637d581c0,2,206299,68766.336,8.763561,Benign
17cdd3226f95c643053ec6da6bda23c2b42c49becd871d99157030192e4080ec,14,55165474,2398498.8,0.0,DDoS_Attack
bb09a70cefbcbb1fef4e01c9ce088eed0edef4f945f335e4ffa154733b41e8da,2,228,76.0,96.94689,Benign
831d058b27c4db2476b8ecf9cda113aceeb89a61758536fc0bfcf2ac6b421e42,2,1,1.0,0.0,DDoS_Attack
c94361ee3ab2634ca2e2d9451addf19b890b329fef3735cc23a13be3ef46acf7,2,49942878,16647626.0,123.771965,Benign
9434b422aeb210d2a28b01149516b731d9bb6d1d386eb361725ae90f2b1c2f28,1,188,188.0,0.0,Benign
f04a2243a1cd97b28cf6bf91667b8607d0d74e16e55b3f59af195dcc7454d907,27,9148939,152482.31,1052.4271,Benign
96511997fe8510cf17189c2460095f08c1a4c86a694341c12d0efd773fc9f94e,4,109320,36440.0,21.36118,DDoS_Attack
43dec9482d6d0006c542a2fe23dcaba7297341f6f367c1ae254e2c68d738e294,2,561,280.5,0.0,Benign
cc6e255b6c635a0e90c1a3d74f3389941db060c9ec0e5f18b504b13e113efd1b,2,46,46.0,0.0,DDoS_Attack
7ecba30424fb10abaffef8ce35e297ec1862a86e9c7c6dd5e05c494058e99b50,4,105523,35174.332,21.36118,DDoS_Attack
4bc4cc36c3a43bf1fc183c6d20622000d11237146734044b12e13a624f565630,12,62201193,4146746.2,0.0,DDoS_Attack
ab56d89dab8fb3482b87af0345294ba5eb5b3f9ca06c74e83b03e8fb3f024b9b,2,2,2.0,0.0,DDoS_Attack
178cb9a84601ccb2297060913112b299bf52fc0dcf673b6290c145261a3480ec,2,4606972,4606972.0,0.0,Benign
351adccc5d032af0ed9a913bcd2e3f1f1ac3a3c0a785113b5b4a05c8b4402a17,6,216535,43307.0,33.617596,DDoS_Attack
1e5c2b1096c73d403db41d62632cdbffaf1e879fe5fdd4708f3dd32694b65da8,6,214113,42822.6,33.617596,DDoS_Attack
611e82466592c1bdc5abaa784abe69ea2017bba786986d2e52edcb3ca3a865e9,12,57410235,3377072.8,0.0,DDoS_Attack
84e7620068822565e4c3fa8173159a33163df5f3d529038b5499d005450ca80a,2,1,1.0,0.0,DDoS_Attack
18bc000dcd51e0679aa27048d1854e69bf12ebb6222c35e2b352e913323d393d,12,61721899,3630700.0,0.0,DDoS_Attack
a1a016e8058283e805f978319e10b4a0ecaff05a803cf20156a93141282a960a,8,8047964,619074.1,608.906,Benign
fa6fe713bf64532f9138a2327b5cbdc04216c2ce189459cb7d64332aa64aa1b4,2,170,56.666668,8.763561,Benign
411857bc8fd7aabc049b2415d40b5c60db81fedabde4a78b1c1a71f6a32fd7b6,2,1,1.0,0.0,DDoS_Attack
ac1fad1e98bab687f01200e38d8f75b4260ffde6c5ef4d235740bc8ba3fc3aaa,2,249,83.0,29.577019,Benign
3951aa3e3ac6549b9d465d4a71f80c9b8ee95c7f92f95afa86c23ea9f2a36ef8,12,57352213,4411708.5,0.0,DDoS_Attack
ea9af9aa3107880e678005805c02e2833d709d7a806f00a8b2ee98e3bc0dadb7,2,77,25.666666,0.0,DDoS_Attack
3c0fbaecdf43b610f501791826f80385fede3f87d12c437b26420592948d2d51,10,58263110,5296646.5,0.0,DDoS_Attack
46e9c08c80b9ff8d733b883501d4f2f8ce4fcaca9e44b2a70a155bea2992196c,4,109280,36426.668,21.36118,DDoS_Attack
ee2a1061069011455be3b0f9534b7e4ad07b46bbbad867cfd207e1fabfdedef0,1,30572,30572.0,9.237604,Benign
16d77a9f71048ab79a63d5716b6475e16bf88b4e15c2abc7b0468a4e63f20b5c,4,10977843,3659281.0,16.546904,Benign
ef71c47fb50184af8202d24aed74b1dba694178821156bd463eac413134bd068,2,127,127.0,0.0,Benign
4f80005f29560bb79d944702e2e9380fa5460728270e8b554e1370851dd44aed,14,48770017,2120435.5,0.0,DDoS_Attack
b1f39239b684c583443cd61810e4c6cf40821a0149eca799558fa13ac55807b3,3,3043,1521.5,0.0,Benign
7a657b524874ef5f72b644d9957e837942b46ed1b35a2d82837d463530540fba,6,461,92.2,29.745749,DDoS_Attack
75d3825dcedc37c113eb6f566f78f0cc35a0a3d8b22ad2215581a8036b40809f,1,61834,61834.0,68.127335,Benign
a827adc1909b6e80809fa2308aea2c27a13bd7b6dcc05a8f9d2910e1975fa103,20,61848361,1508496.6,350.34448,Benign
4ef6ad1231d6dbfc9145cd85ae45b23ace103fa5a3bb34684243255d3d69d706,15,310144,12922.667,571.18634,Benign
51ce4a043bf1a865daea9811a3b4fa29f48a1be2ee9e08f69e76b8c160adab45,2,134732,44910.668,36.69741,Benign
4305f9deb00893a66fedd3456c7bef1ac5038fdf93019fdcefb56895492d5453,8,53712272,4882934.0,0.0,DDoS_Attack
be2949b828f20dbaf4370231b3d634766faed0c7c9d2635057ad30f42864775a,8,41473398,4608155.5,0.0,DDoS_Attack
809e7c697afacd6d7754d6a861e4bc2b3e02a3a967e9721c23262b75642a099d,4,107877,35959.0,21.36118,DDoS_Attack
640b3ca660a8047fb68dda72674afd884ea207fb3594dd53696c1ab46811722b,2,12933,12933.0,0.0,Benign
1b414f5d49ed2952952a374f9e78d069cc3b7b6aca599629cbe0f5a3def1c468,8,5818156,528923.25,835.5268,Benign
bf53184e08baa0021bb7a59e7e3788746b3efce3d912316baec480fa42f082c8,10,66000400,6000036.5,0.0,DDoS_Attack
2077f71a8fcdcf9d4c1e0dcd6d846049f08052af0d7f271d93749457290647f5,1,872806,872806.0,51.961525,Benign
f160bf8ac11653c4036df4e6ae217b3c20afe607629ad3520c90e1d955ff154c,2,1,1.0,0.0,DDoS_Attack
13c8bcd297cef9a3007a7117558e3082074b94e93f0e2f1fcbbedfaa91ffce91,12,53343839,3556256.0,0.0,DDoS_Attack
f0c28e66590b7fd0534b0442d63ba3d750e3af5231381c8733e4e6969f5fabd6,6,215681,43136.2,33.617596,DDoS_Attack
6ba93f92e9c5d9245629d18f92a281871988d197005710844b9fd6bcac76bf41,1,31364,31364.0,18.475208,Benign
30a877a0e85abb54685dcedad81d625630b452636a6df2925ee2cf99688c7a7c,2,1,1.0,0.0,DDoS_Attack
0a8d08e43d2131ea6fc4d4f72778014dc9cf55304b3b82ca333c30358ace7a4e,8,34095807,3099618.8,0.0,DDoS_Attack
8e202662f3cfe827599b9454bc7393b618dc55c1cdc46d28da3fbae8c076aa0f,2,62010,20670.0,55.867702,Benign
355dd6e41bf253f241c6f4737a78fe480d3535857d0fb937a60e07c1b2fe7e95,8,58261646,6473516.0,0.0,DDoS_Attack
8bd84c38aead7915050fcefa9f91b3d711426325ddb917fc9a9c0c48b187fe8d,2,251,83.666664,58.05859,Benign
d36390545ced6a14e1a8f9c62c0bc8dd076d7b3bdd1f3c4c28e2386983521716,2,1,1.0,0.0,DDoS_Attack
95011b0d160c3d9d9bbcdf65ba8a6cc6e9630781d10887a218404e9ce117238a,14,131569,5262.76,660.56573,Benign
872177c20db37425fab33deb2c0c8772c3b6ecfbe932241a5b0b1341fc15de20,6,216019,43203.8,33.617596,DDoS_Attack
e6dca873fedcdb9780e3f60cf4af5a3c1458391911b4a7b478f4e096edb6bb66,1,16370,16370.0,0.0,Benign
06a21abcf00684b5a696d77a8a4097cc32e0394cc48ca4906ec68116daf40417,1,30931,30931.0,120.66621,Benign
e4e6a2c893b280597749e76d41bf1c1f4ebdb6e0ed152a1d2ee74bae628d386e,2,233,116.5,16.35033,Benign
8043601f41e2bf73e90f1e09d4d75b8e49e64755052b65cfd3ac506a3e644729,5,10976836,1219648.5,422.9542,Benign
69003f318fbd9e13662ea24c48adff8307db4bd9560958f47486559ff8ae20c9,2,152,50.666668,38.34058,Benign
efd2467891f888fbab22e2f734441c11f26134e2df1436a3c59e7bd445090c3d,22,84439274,1623832.2,302.04025,Benign
38f489a8c12b73e84114c27571aae7a6ac8d8c1323c4bffab6de5e6c088ab468,2,229,76.333336,52.581364,Benign
9af6894b0c7f9f3792730e5d314a66dd01a3c8ee3b0bd752d0ceb76591af1c7b,4,107809,35936.332,32.31563,DDoS_Attack
3f7f6f9eeb5a79cf72629f7161842e930f8967961475034cb51fb5517eb579bd,2,31020,10340.0,21.36118,Benign
e966f5bc61ef7728b24652cce9676f9fe6698993e2c80704ded734e31f842439,11,75131820,3577705.8,116.71383,Benign
1598e4edb138aaa9d537511ffbafd25cc073f181e63ecb15473f7dd78482ba6b,3,43464931,8692986.0,31.605455,Benign
969d8002e98aaf2959e3191ca8f070fae6f7bef3ef5dd401524f98552efae530,6,968,193.6,0.0,DDoS_Attack
1995671e6dd8a7134ad0d2d0a87670c3e408662bd51989a378f4b57b73871db2,5,25052682,3578954.5,9.53648,Benign
eadbb8a975148979fe0ecb08d7700fab972b266b3448000f3486bfdfdea66aff,4,104623,34874.332,21.36118,DDoS_Attack
d957aeb38d069899460bf522a85c3bc7005b3b43947977185823ba93facdd527,6,216215,43243.0,33.617596,DDoS_Attack
79a168ddb3e285d9857f62703294707e8959c61e7800af6b35613caaa47503e8,9,5883207,420229.06,585.6603,Benign
e5b65205614b25320a4d701ffcca1f5a018bea580148e474d007eaa0ed14de6b,4,108893,36297.668,21.36118,DDoS_Attack
b90bbda942f06cfb1cbe594f78ac2fee70e5447cd391e1d8263f63e3cdbb52bc,4,109090,36363.332,32.31563,DDoS_Attack
0ae4ce17265f6f4a80b81e4d2051115ab8ac7395ec879d4ab7ffdc11fe872d82,19,118154418,3475130.0,291.02847,Benign
97dccd4ced796e0bed581972e99251b9e2a84f6c9d1a85f7fa4606f274e12d6c,2,122,40.666668,0.0,DDoS_Attack
da5dc35bbb1aef5c8f6d6173fe7b43859347a13dfb9d2d6efbcfe981559505d8,22,100594928,2958674.2,627.4246,Benign
1e6adf0563c08afd24cfb672944d66875e64be77d84556e23cb50e01e6c893e9,1,23276,23276.0,0.0,Benign
1d923a4712a66a52cce0d6737f910fdd968e612e28462d1a711fd2ddc11bf087,3,5754719,1918239.6,3.2863352,Benign
845e04ed6f3fedc6801ff63bc1a52d595b0abf2cbc4f9eb87cbd391c5539faac,2,49972,16657.334,29.577019,Benign
b64a926fdec73807f975cda8eca79bfbcabfef87ba7830297350457ec49c9c1c,1,59046,59046.0,135.09996,Benign
419ff9f29603b4cbc647dfe03a80df50a8f3e7c821d46338029bef66c91b4148,6,339604,26123.385,120.85403,Benign
b7bb5191f7596f3b5881352d7628a2652d194dfc6d6b3798625d9854bdba905d,16,62634762,1957336.2,388.67984,Benign
db03787c28fc2428017e728bf28ba8536dd4e722af5e9055b58d36cd35aa7316,3,3,1.5,12.5,Benign
c73f938b00cf6004883a5d98948c908969573098f48889fa25d0f633fd3f0b54,2,198,66.0,70.10849,Benign
5378f09464b3add44ab26b6f35ac2e7fe43c8a97669d779462388141f46f46fc,2,133,44.333332,0.0,DDoS_Attack
d3658bd385aa65c387a4b75b3085733067565cab2ff58ee0c9eea7233d4ef19e,1,52703,52703.0,0.0,Benign
bcfe5b5e0c46daf9262847df0cc02bfc219e75852ca6336d3a9f9aae50462bc7,1,30,15.0,8.5,Benign
052353c3509ecb81f83a59f0152f1f5601a0dc528237937e2d00a369f0da958a,2,30919,10306.333,8.763561,Benign
462aecd0559de1ab30f0da706f5832a1ded2193e1ac8dbd01fed0cf81be6f2c2,2,1,1.0,0.0,DDoS_Attack
b78deae7acf25efaf3159a0ad86739f8bc98bc90abd6ac19e7bd4de6638a832a,2,185,61.666668,43.817806,Benign
233c6912c3f15184ca39512662a8602ff950e71f79dae662e7ec1c690f7aabf0,18,110656007,3353212.2,339.84805,Benign
e8f636549e14e430c6fdbbfeecb8a7c20dc2c313b44ab9f2d44ba08dccb4c20b,1,13,13.0,0.0,Benign
2ce20553f5ec599757dd57d21cca41fede9109e14b73bd1fd3500cf562d1968d,2,240,80.0,78.87205,Benign
1113a4a179df0e0174afeafd7db777b3b25318a54bba51a7302329c67a2d3b94,10,47875877,5319542.0,0.0,DDoS_Attack
4c9b9f08dfecbabe29cf5d35a7d52fa74bb4b5eab1de0bf3a806557b2fa24fc4,11,117192262,5580584.0,109.13512,Benign
965c8b709f30f05b13fc90848d4fc5f0c99482c4ee5c7087d30b24bb5fbdbcdf,2,137,137.0,0.0,Benign
3190e0439da1d2b3f4505792e7af69025fee613126a230135b66cdf96edd6580,10,423639,28242.6,260.70734,Benign
bc6bc274b5335589282ca03b28ec2eb9a660758ad5edf2d225d29189857a7615,5,203195,18472.273,243.51518,Benign
a820e3eab86320a6960b3354b482e962e5d915d519cada6c866f3ce0c9f43236,16,62004389,2296458.8,0.0,DDoS_Attack
fd9675bc720d82c256dd3910f681b0fbb996c11e651cc288d427281bba952a02,1,59748,59748.0,9.237604,Benign
76288fd3e39f0ec84ab1219e5f8b6215f20b06330f5eba8391b609a704f1699f,10,10032065,557336.94,694.1954,Benign
6165265fb2d64ee9f96034431054c5939154b073c51804fc6c9d647d3c1ff664,3,84,28.0,11.18034,Benign
fc7875e6f78675811e1b3f5c06f288d8f0cf81539943f9a84bae236efa637106,2,49,49.0,0.0,DDoS_Attack
24b14ceefaa46973deb07127bd35b36e60da55ddc32763dec7f9b2e34c423287,217,117787558,192149.36,869.3746,Benign
9a5a908e7bf25d17ef4af37faf43ff4b98a28149aa69c98bd1b59d077ed68db8,2,187,62.333332,15.336231,Benign
b9fd64aa2da0c31c2cc99c829b1cf1426fd553d4f7196aa2e6b1edbe92b192b0,1,115935,115935.0,0.0,Benign
08c40a1615592b90aeea59d515f610bed4db5cade29c908ee00c84860f6a0d7f,23,117305997,2606800.0,754.7407,Benign
e6239304814339749567647c0ac63975ba8d3aac5de0a61e1316c2e2a6871f29,6,215178,43035.6,33.617596,DDoS_Attack
ce97cfa08d9ce4718450df2b848f9cd002db2e5c7ec8f9e38144d64bfd7d7297,2,87,29.0,0.0,DDoS_Attack
bafe9ff7463ef66b290ff17a9691420ef59c0f8b4264911beb3491d616387ac1,1,10,10.0,0.0,Benign
0016d7e0bdd75c6ccb4c9771387f2b98cbb970dc2d43b85b2d153b60c8110e4d,2,185,61.666668,38.8883,Benign
658dd37ba3cbb4945b8020cbee5328993e16c5fe353273ac203490161317c718,2,2,2.0,0.0,DDoS_Attack
d665f7e100fa735fe4f028ed8580c77bba4ee55161b123533966f08565008d1c,2,1,1.0,0.0,DDoS_Attack
ce13bc4cedcdc4046f93ead2103470a42a13d8a1317c3de64faf9c495f04de30,2,1,1.0,0.0,DDoS_Attack
273165f481327833dfc2110f6ee608088f92800fea9c1beee383ea40a691a95f,6,216560,43312.0,33.617596,DDoS_Attack
1dfe04c5e814e48cbe196a1a2bf62f86cb926bf4541a775c53e08521b127efac,1,28629,28629.0,0.0,Benign
b4e119ecbf602c8d89f268d47264f1279b0a7c4f136e1c9ad6dc7ac862863368,2,31220,10406.667,96.94689,Benign
61eedb04b42a90c948e7ce326b7120e00646d9d4a703b8bebf6ea8592fb4261c,12,49619116,2611532.5,0.0,DDoS_Attack
6b2d86b8be9777b09efaf6836ab200168dcc272293c82a75ecdd7c1a678292db,1,30360,30360.0,73.90083,Benign
f3815755863c7a3cc595f792d3845cd26b432083e4f65f91ba24095bf4f2546e,4,30493,4356.143,8.43274,Benign
fd3c4f73259f5d78be35c8df933a8156195252e391a795e3cf4746cb4a2f7855,44,117217231,1347324.5,0.0,DDoS_Attack
7271110a93fe1f8a9bfa2882dfb37c34a6712a29b09786c11f7114b813b4e0d3,2,452259,226129.5,3.0,Benign
12e9105453137d1b78f4246da43997c9926d973e532ed775c3217448960950da,2,138,46.0,8.763561,Benign
ca7d5fd49af2213fcfa821290bde1a46b417aceb455a72177b08efdfc444d55f,2,46,46.0,0.0,DDoS_Attack
5037def16a40e6b93e5974d3a4a67f60a3685dc38036b778992db4fd7042f29a,20,69654369,2401874.8,0.0,DDoS_Attack
ffef15a54b17708e6602983702d1a0ac8835c2fff4b38a7e5066502c4f632a5a,2,96900,32300.0,86.54016,Benign
5164970fa893ac453d13ac3c77fbef51ce4619449b29743606474e7455b66407,13,434055,19729.773,623.5319,Benign
e29560bb1e43f412567702200f1f11064e38726ac87feace560e51b1bfffea34,12,40151845,1911992.6,0.0,DDoS_Attack
d523ffb9c91ee501772b4ef3f9d8aada5eb2a4b5b3a68e1a30e5a632aacd3a33,2,2231,1115.5,17.897858,Benign
ccd8b38d65183d64bcad6491633e3d40861123abb60161bb5ddd2a9887ae14a1,3,913,456.5,0.0,Benign
ac9a4164ccd5ac67929bb3320a19030745bda12f54b844dad426ae502eac2aee,1,57,57.0,0.0,Benign
30a4fafed0b14c6be5ba75539762c81bba921e8348ce3f6e2216b8de87ea81c1,4,105049,35016.332,21.36118,DDoS_Attack
8c7e01b25d1312aecb2ff030e0ef8e6a4809b2d78f3e009346618f11d3e7a21f,1,61,61.0,0.0,Benign
b7402560d343923f80d1efb7a1cfb3d86cba8e1aa229f895f1170cfbb2e99a2f,8,56756096,6306233.0,0.0,DDoS_Attack
b151757deef6b6b0d19a23abad2af942df41394ecabcb112cad1d83aea3926eb,1,54,54.0,0.0,Benign
7032397574d03e7d09647a54e0a2858f838301a22841d0c8e713a95cfc60364b,2,53312,26656.0,0.0,Benign
48db7483add7364e31558362ba567a09ba6f383a373c83772a71a87b59f52e33,1,61106,61106.0,22.51666,Benign
1c090977cffdf586131c6b1478d437ed613b0aa3b150598735922032fadd0d69,35,1419115,19177.23,248.84138,Benign
af5166030dfd6315a9cf02005769839ff32a8f451f8dbf0972cc6b0c93677fdf,6,60945,6771.6665,720.25366,Benign
295be7b2014b7a09aba651eb46686c71a78655e11b9f720ab1149ede8ba30eba,6,4464226,892845.2,0.0,DDoS_Attack
60ffa1aac3bf379f40e9de862ebce5f23363abf386fd821b59b1979cd7f294e2,3,8202742,4101371.0,18.5,Benign
17d344dcb0c175047cf673ccc11ad35ff180fef48ab51dac2d96991f6d11fa9f,2,187,93.5,0.0,Benign
271b6908867db63a243951437542f5fb165c495b53a7668bcde23341c65c11b0,7,24902410,2263855.5,542.4149,Benign
fec9df5bfee39c2dba122d8ae3cbe75f8b3f5777df127477f27ec87eaac8815b,10,61868550,5624413.5,0.0,DDoS_Attack
9574a69eda6c1c150d0ca192fd99341b1dd5a81ef78a0925041cd397e7df3bc1,4,105522,35174.0,32.31563,DDoS_Attack
f92e4f3c9ecbb19271a0c4021dc4e440da8de8267c5b4519bddddd094a8783eb,2,1,1.0,0.0,DDoS_Attack
1c79301e8e7ed55327f0a0267ec1d39b9eef41a155c218fa950e6f1b0a81a65f,4,109111,36370.332,32.31563,DDoS_Attack
9bcf3d16dcc45244471114fc71f750f10284474c130679f46f0aa98ba480b25d,2,297,99.0,8.763561,Benign
f3a76c043e060ed82d93bb787f703d3257c18bf18d732fede6805421b7456251,10,53315767,5923974.0,0.0,DDoS_Attack
9aa0ca1e3e59e11c3a0177802ac9307a3e43ee79437af4f872bad2b4b4ffb0bb,4,107759,35919.668,32.31563,DDoS_Attack
0e3aae8ca529ff96c7a0ebd5c5a4e6683bcee66566ad5ec5bf44501458459a10,2,18,18.0,27.135462,Benign
295f666ddeb794fb17b128519ab328ce6378d189d79ba55afc7c3240d1e49e8c,2,215,215.0,0.0,Benign
70bfe240c85ef958734ee71314b3a825bb9bfbf10d2987ce3ffa01223f0aa557,2,1,1.0,0.0,DDoS_Attack
a64ca628879a724cdf0e7d5686daae81a1781f633945d22759e3b79b340fe5bf,12,39677914,1526073.6,792.20337,Benign
b279a24259eeb74661e6ad26f0567f3985d9fe60ac3d8d1bdb1747a0f72761c8,2,51,51.0,0.0,DDoS_Attack
a7877f835f5b64bfac54254ed0c422841d24a9cffaba1fbeeb272f8b81581d50,6,216581,43316.2,33.617596,DDoS_Attack
de7ab0b54327ffc674f1f7b64aec982c93ee39c66afd41b9756312f8c94ec958,32,110044732,2076315.8,318.61066,Benign
7da96943e4875e5a78304a04e5f9fe1c26d80115842c49cd71a407e9d86dc197,6,218434,43686.8,33.617596,DDoS_Attack
94091a5040e70280a50e8fa507afd6c309815b3b0a62d7973985305a3f94e830,2,2,2.0,0.0,DDoS_Attack
857ab957b9eaa34a4bdc1729c9bf9c1a47ac82fe1d376898f57ce556d0a8dfdd,4,2546,848.6667,35.054245,DDoS_Attack
4b62176260ed2f12d6252d678c83c2e93422167633a3554020335f549829da99,17,2183449,54586.227,316.5554,Benign
c349085460ab9ac735db8306dd71285e2d89e8c2ba69cad75a335401cd206352,2,1,1.0,0.0,DDoS_Attack
dbd07be14976ea51dc11826b51758c98304a7553387c75f697c72bc17c167c85,2,1,1.0,0.0,DDoS_Attack
40c328824122cbcec715d94dc5be7318ba0a95a777ab21561896cbdc23b59c1b,16,115660729,3988301.0,357.39798,Benign
13c0114df9313cc26d83f9b969c33e1b13b13bc9b425b468d9f6eadd2ff9210a,14,69999892,3333328.2,0.0,DDoS_Attack
4835e335a12a362c76710e48cd98bf53d804bd2ce18b8f268a1c3c5ee7defcfd,15,296513,12891.869,708.5988,Benign
e6eadfd9ea4190511df41b9b3aa0c2e4d9c25f59e3fdfd41eda6ee0fbd523561,2,208,69.333336,27.386127,Benign
1e3f36d4c2e8b802f69e386bbbfc9ffff08fa8fbe7fc7b28eb4652cfa6af8b34,2,1,1.0,0.0,DDoS_Attack
32976d7df9b95cd99113fa038cf9a1d40a23c6073cbaa2882a7acd6640ecdf0b,4,105908,35302.668,21.36118,DDoS_Attack
1c3576083c227d395c9607d9daeade1fe74f815fd9a875fd7d749ae421e20819,2,62394,20798.0,50.390476,Benign
f0210c6100161e8c14f7aa82fb373076b4ca40e0a67e31c2ff3b6e5433f0a96c,4,106036,35345.332,32.31563,DDoS_Attack
5ca23633abbe81478501e78a519279e302ddfbde723003bfecfff60699f69834,7,37413461,2877958.5,462.3449,Benign
0633d74d3e6a18ee6c4db75723be4435afd32459a2efe2ce7923b24042cd36f9,3,628,314.0,12.5,Benign
babbada0ef4d93df1d119e976565e18aa99707acfb8932abf180a3df3db2db59,10,56538541,3769236.0,0.0,DDoS_Attack
79030502594733a8779fbe34f614ca4aa0ac2b2ea5bae05d27798bd5bac2a909,6,216992,43398.4,33.617596,DDoS_Attack
969e18cda460c5caeca7081e2b17b0774f87ce52484fdb372ca34454da18a45e,1,31058,31058.0,44.45597,Benign
b845b3e1dd771c3395d547cbd102e406ca56f6d83a39a2ec3d198cb8b021fe2b,2,30625,10208.333,23.004347,Benign
92ec4a30fe24d0a1152fcfee84f2cd29e29546e5276121c955193184b01d070f,2,2,2.0,0.0,DDoS_Attack
f811ffc408d4855194a8d9053c88a9262c7ccd3770536a7b716b37d9106c7855,13,11515270,397078.28,610.58923,Benign
cdcf5f67e1539d508eb17eef6ab7d8edb7d807cee5a51ee304a10cffd626fdfe,1,61284,61284.0,0.0,Benign
591225b6a7e9fdf8365b1eae0176c68dd6bf2539860eadb81ac0678661338d64,13,60370238,2321932.2,461.30353,Benign
da4bb2e5570be00af1e5ad2770c5832c58e2f3b455a53e59a3c3122d415bf4cb,3,59591,9931.833,793.79156,Benign
76f1b8b07ab3446855a233a52f16312246c45650ea9b871b1591f0f85df7595a,2,1205,401.66666,27.386127,Benign
a1a2e70a71d23a4e65b6228eda6b3b12288df66e45961ae5166c2165691fc43b,2,256,85.333336,8.763561,Benign
559468d076d8c294fabb6fc4d1f9f607a1692380cd494cb5db1d48aca04c6542,2,1730,1730.0,0.0,Benign
821d8d9d7e9e59e746aab193c0ebbae74f726f93d6cdbe80bfb0b20b61cdd63a,2,1,1.0,0.0,DDoS_Attack
161b6463094c95815a72b67e18b5235e3eae8622a2ce15416d4922718513bb8b,2,48853,16284.333,37.245132,Benign
2fe8706946b1f4a411580aefbddbc6c9a04d3543b150f7bc4be7ce31fb8299ef,5,393415,56202.145,598.06995,Benign
12339e1b7c0d3e39429f81d85cfe5139f4c6987f9bdb446b6e5d09f8c4bd1fd0,3,5664839,1888279.6,3.2863352,Benign
c6e190bde49f5f2cf3567c7d3682cac74e9c352d5cf8d784684ccf2e090ccba3,2,1,1.0,0.0,DDoS_Attack
ef57391ff0812e0dcf62d0998e8d7034bf26351e3fdea94669869feac82cfc48,2,62260,20753.334,17.527122,Benign
d430ece3137f2c14a33d3526226e06c7959c018b755dc0e4e10b1e78684f78ad,16,68788376,2547717.8,0.0,DDoS_Attack
040945f71708c602fe467a4d13671d6990820063656466afca665dd80db1021c,2,3916,3916.0,0.0,Benign
b42336707251f62479ffdaa270f3c303cbf30f32551fcbf22f43016ff9ea7d89,4,105385,35128.332,21.36118,DDoS_Attack
f51bae9f8ff4c470d24cf722c2aab193a8ce9a4b8ebb9ff6627752800a80ef55,13,117670090,5603337.5,194.52171,Benign
7da1fe23ae9e773c4b25d12b6cd7b7b1b4e986be9262460bf9632493a14b52c4,2,61294,20431.334,170.34172,Benign
5aae87cfac5e13917c80848493e9ddba1b57e99dcf73380cf5d82393e573bbe8,2,24297,8099.0,33.958797,Benign
3febbe6a6038e86631b18ba283948b84cc9ed9975afc642e0c1dbb0c4ca36a32,4,107581,35860.332,21.36118,DDoS_Attack
04d6002ab68f37ec8f5c1c819617022829cf3632081e173b8384355d28957ab5,2,31146,10382.0,29.577019,Benign
0290c3b5396ce78b96e8bfdc7652fbf3732e2fa558f276b2fc70d94367e272a8,4,87628,17525.6,2.9277003,Benign
8dd0c4f2e6128afc7d35c622e8e5e8bf98dcf2b623f225c6a19f3cb9650058b1,4,5694605,1898201.6,0.0,DDoS_Attack
e4f631a9a193f1283d58400161ff42c01112a7c8567db4ef60b8944ffc7f91a5,2,2,2.0,0.0,DDoS_Attack
